"presLevel","model","gridID","refit","n_points","cv_Psal_MAE","cv_Psal_MSE","cv_Psal_CRPS","cv_Psal_SCRPS","cv_Temp_MAE","cv_Temp_MSE","cv_Temp_CRPS","cv_Temp_SCRPS","cv_Psal_MAE_sd","cv_Psal_MSE_sd","cv_Psal_CRPS_sd","cv_Psal_SCRPS_sd","cv_Temp_MAE_sd","cv_Temp_MSE_sd","cv_Temp_CRPS_sd","cv_Temp_SCRPS_sd","cv_Temp_RMSE","cv_Psal_RMSE"
10,"gauss_indep",100,TRUE,428,0.0663167469761528,0.00855156116135553,0.0500393573938371,-0.14071336675953,0.574949778791811,0.52136571625508,0.409034714293754,0.909518652692495,0.00107158225992536,0.000145540563584958,0.00134458975873262,0.0194135412917543,0.00720097724208049,0.00826174776902287,0.00940683733433416,0.0159323649431648,0.722056587986759,0.0924746514530092
10,"gauss_indep",101,TRUE,423,0.0618718606370296,0.00756065747890223,0.046947205961508,-0.184988513711756,0.519227371571614,0.432846205174892,0.370771842864789,0.869096365944704,0.00117324326471447,0.000159365055279651,0.00130794540438956,0.0163890187933013,0.00611847090564694,0.00629386153456175,0.00802703867250146,0.0171832191110333,0.657910484165507,0.0869520412578234
10,"gauss_indep",102,TRUE,457,0.076593452943747,0.0107995349040482,0.0568695148693439,-0.0863871048277548,0.409030660115981,0.278752839532273,0.29089479271852,0.735989277435973,0.00136406965706167,0.000224453511564435,0.00179253843791373,0.0169473854729726,0.00533104820915582,0.00433834301791153,0.00717285927610934,0.0160659128402904,0.527970491156725,0.103920810736099
10,"gauss_indep",103,TRUE,426,0.0861133777666464,0.0138610222166141,0.0646879635876131,-0.019440586910732,0.32901609881017,0.178170331260184,0.234592639072913,0.623237599485204,0.0016528423176824,0.000279635800831528,0.00206628609453689,0.0177529647304752,0.00504012264115137,0.00351915098437367,0.00647628861642546,0.0134748974825683,0.422102275829193,0.117732842557267
10,"gauss_indep",104,TRUE,565,0.0741178599727963,0.0115424469827587,0.0564101127325309,-0.106357488010243,0.32513244731609,0.192165153789772,0.236609883342185,0.619264306425822,0.0013910183614738,0.000231193151720602,0.00173603091422109,0.0165757237374121,0.00481717913276683,0.00333284023040826,0.00665361953825888,0.0153940204834719,0.438366460612319,0.107435780737884
10,"gauss_indep",105,TRUE,239,0.0570996367267363,0.00594605774787481,0.0426602443962974,-0.227544756213932,0.256018116422379,0.116388926373188,0.181046509654197,0.477225251052234,0.000867001412771806,0.00010435065802593,0.00113256831444516,0.0142294216430417,0.0048094270107909,0.00290178287016809,0.00532924570537889,0.0131559215348225,0.341158213111143,0.0771106850434803
10,"gauss_indep",107,TRUE,367,0.085429572949148,0.028197985698524,0.0722413761239753,0.0340644979957993,0.545783802434416,0.492556146701921,0.381937032680895,0.859400547203932,0.00160078082748488,0.000325080881099526,0.00214973182970223,0.0137118837849153,0.00875348582197163,0.0102986066733573,0.0104969993088013,0.0167051758601589,0.701823444109643,0.167922558634997
10,"gauss_indep",108,TRUE,404,0.0494728209934915,0.00504716048308885,0.0509946719532541,-0.0675088734500365,0.541394646336165,0.545372554134984,0.399018491780933,0.886331298181029,0.00219886652742624,0.000238769691666131,0.002514561903415,0.0132063770481733,0.0147431269207839,0.0174837919493858,0.0169164471789332,0.0168663473958992,0.738493435404123,0.0710433704372818
10,"gauss_indep",109,TRUE,643,0.037360394297346,0.00277650204811921,0.0286357273371165,-0.436871277530519,0.41904256147515,0.304145596883103,0.304322926789284,0.747070163599372,0.000882000433538852,7.39532276835392e-05,0.00117801013666251,0.018984107464833,0.00831126021034586,0.00773009873906775,0.0109633600373481,0.0194441699769264,0.551493968129392,0.0526925236453827
10,"gauss_indep",110,TRUE,555,0.0579714685801732,0.00666367562212648,0.0510940263935861,-0.100928527185552,0.366448821407905,0.222325926364736,0.2715433421326,0.711164271067935,0.00266523206665135,0.000331044083867448,0.00286156308488703,0.0162873123664577,0.0134432595755533,0.0107770484147224,0.0148349563224809,0.0191928375539761,0.471514502814851,0.0816313397055719
