"model","gridID","n_points","cv_pdensity_MAE","cv_pdensity_MSE","cv_pdensity_CRPS","cv_pdensity_SCRPS","cv_pdensity_MAE_sd","cv_pdensity_MSE_sd","cv_pdensity_CRPS_sd","cv_pdensity_SCRPS_sd"
"nig_cor",109,643,0.352575609806327,0.170374666086211,0.243517309959717,0.644463519093883,0.174032956931437,0.128594597484832,0.0955695650170311,0.213342164438411
"nig_cor",155,118,0.615562429483024,0.643393198069875,0.619305307817226,1.82218259356332,0.0524454710640375,0.0615499993479039,0.0378024823756675,0.104439242239817
"nig_cor",175,141,0.825602712936497,1.2651535793039,0.554519137051419,1.04742352717752,0.485116764188277,1.31240856999572,0.393779235244798,0.363426342418718
"nig_cor",18,976,0.13381451031061,0.0301692364874535,0.0901303418501143,0.143175154141433,0.0756682046996992,0.0230975318173458,0.0433886635917323,0.227855993807939
"nig_cor",214,100,0.133770206237831,0.0277362875951834,0.0932054842559552,0.169892783401798,0.062022419772939,0.0201433477399513,0.0336792398455113,0.144708606941506
"nig_cor",283,151,0.119739092017387,0.0252496996019315,0.0871971045896333,0.12741413241366,0.0346029925818684,0.0086394657095626,0.0158327178940581,0.076315370218637
"nig_cor",320,498,0.654518658936729,0.593342547690709,0.604299821380401,1.37048354808587,0.240832669477879,0.310953451750799,0.117389643685307,0.232751364778846
"nig_cor",326,596,0.21170522970524,0.0641234246843099,0.131812743699852,0.34853195622782,0.0888115631509588,0.0428284859710938,0.0436343619981637,0.127202360874348
"nig_cor",327,502,0.266015209074607,0.101184488241843,0.236017650886518,0.75807240641432,0.112137928309986,0.0661017322072795,0.0642463287771681,0.261602573642858
"nig_cor",328,573,0.232957048482658,0.0742487060239007,0.157427953328862,0.423147806536909,0.108233220008842,0.0530465052385433,0.0594644718012754,0.193844197704159
"nig_cor",330,573,0.362031543368257,0.199347889980116,0.251424433001192,0.656196639881962,0.209364833253822,0.170993042455594,0.120969264853155,0.241687765003449
"nig_cor",342,416,0.315838118729504,0.152337809350889,0.227380312896577,0.606455725644858,0.169812835084166,0.121993886550343,0.0984563381252681,0.232824830388683
"nig_cor",343,474,0.322503737759088,0.148040640142379,0.235808489740353,0.625023257691189,0.200576147590201,0.140468929439261,0.103225621301905,0.238582873715892
"nig_cor",346,596,0.442402414814188,0.281924917127665,0.316341948197992,0.776585376681651,0.251431266931512,0.24836820243528,0.147421035772434,0.269383801055883
"nig_cor",350,667,0.251018160080293,0.0679449080531315,0.134247587431105,0.343065547235804,0.00156280514138589,0.000911086865267938,0.00182522664564833,0.00625890516833099
"nig_cor",352,387,0.138186153541427,0.0289578417246782,0.0938817733770076,0.162697432210727,0.0721464444848163,0.023989065305377,0.0446221094317356,0.230610933809317
"nig_cor",353,371,0.133329710996853,0.0276181132504345,0.091204675038045,0.149324519578517,0.0727861484460379,0.0221615654762745,0.0408138661569337,0.207483556926283
"nig_cor",354,499,0.116577755383562,0.0208478529898707,0.110048688376056,0.359369014775689,0.0452986574341459,0.0132414666404723,0.0262465200445929,0.219086651948319
"nig_cor",357,500,0.239067165956431,0.0786248971496557,0.228757743060417,1.28929560282919,0.0417036112998181,0.0217645190752899,0.024850279378769,0.189328094232068
